year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,114169.0,99659.4415029
2018,114169.0,99659.4415029
2019,112769.0,98259.4415029
2020,112769.0,98259.4415029
2021,112769.0,98259.4415029
2022,111368.0,96858.4415029
2023,111368.0,96858.4415029
2024,109968.0,95458.4415029
2025,109968.0,95458.4415029
2026,108568.0,94058.4415029
2027,108568.0,94058.4415029
2028,107167.0,92657.4415029
2029,107167.0,92657.4415029
2030,105767.0,91257.4415029
2031,104366.0,89856.4415029
2032,104366.0,89856.4415029
2033,104366.0,89856.4415029
2034,102966.0,88456.4415029
2035,102966.0,88456.4415029
2036,101565.0,87055.4415029
