year,annotation,Average Load
2003,,8639.0
2004,,8787.0
2005,,8831.0
2006,,8653.0
2007,,8580.0
2008,,8294.0
2009,,7412.0
2010,,8704.0
2011,,9180.0
2012,,9506.0
2013,,9514.0
2014,,9256.0
2015,start of forecast,9500.0
2016,,9501.0
2017,,9503.0
2018,,9506.0
2019,,9509.0
2020,,9512.0
2021,,9515.0
2022,,9519.0
2023,,9523.0
2024,,9526.0
2025,,9531.0
2026,,9536.0
2027,,9540.0
2028,,9544.0
2029,,9550.0
2030,,9556.0
2031,,9562.0
2032,,9566.0
2033,,9570.0
2034,,9574.0
2035,,9579.0
2036,,9583.0
2037,,9589.0
2038,,9594.0
2039,,9598.0
2040,,9602.0
