year,Base case cost,Modeled biomass for heat (cordwood)
2017,329099.040043,382699.635166
2018,359924.670043,408558.450842
2019,397235.615462,439476.217499
2020,418661.725462,457144.884314
2021,432194.005462,467958.842423
2022,437961.38832,471320.997097
2023,444643.46832,476200.597008
2024,445651.963739,475428.453895
2025,452250.043739,480267.225017
2026,455177.899157,481166.410125
2027,462777.659157,486902.936931
2028,463235.832016,485662.836971
2029,470737.522016,491340.557763
2030,469876.287434,488964.489685
2031,472001.540293,489158.122808
2032,480350.820293,495593.849987
2033,489743.760293,502945.785056
2034,492441.115711,503619.365499
2035,498619.075711,508225.663399
2036,500975.49857,508591.569167
