year,Base case cost,Modeled residential energy efficiency
2017,285045.46824,261906.632105
2018,301509.669978,272657.685959
2019,316433.720935,280137.198852
2020,327743.044816,287182.039535
2021,334885.775688,291310.111171
2022,332603.183387,286385.032432
2023,336087.202762,287949.094372
2024,331161.661987,281123.925609
2025,334558.335301,282640.823922
2026,330473.865426,276345.110902
2027,334334.74722,278189.110735
2028,328841.457047,270872.856047
2029,332600.435104,272651.497852
2030,326308.109882,264747.325196
2031,321393.852426,257712.156285
2032,325456.904518,259671.11305
2033,330027.838122,261978.945419
2034,325126.501164,254830.544337
2035,328086.444172,256085.368192
2036,322835.722969,248618.538283
