year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,55680.6472499,41203.6789649
2018,55680.6472499,41203.6789649
2019,55680.6472499,41203.6789649
2020,55680.6472499,41203.6789649
2021,55680.6472499,41203.6789649
2022,55680.6472499,41203.6789649
2023,55680.6472499,41203.6789649
2024,55680.6472499,41203.6789649
2025,55680.6472499,41203.6789649
2026,55680.6472499,41203.6789649
2027,55680.6472499,41203.6789649
2028,55680.6472499,41203.6789649
2029,55680.6472499,41203.6789649
2030,55680.6472499,41203.6789649
2031,55680.6472499,41203.6789649
