year,Base case diesel consumed,Modeled non-residential ashp
2017,15465.9943175,-1947.43049043
2018,15465.9943175,-1947.43049043
2019,14710.2251305,-2703.19967737
2020,14710.2251305,-2703.19967737
2021,13954.4559436,-3458.96886431
2022,13954.4559436,-3458.96886431
2023,13198.6867566,-4214.73805125
2024,13198.6867566,-4214.73805125
2025,12442.9175697,-4970.50723819
2026,12442.9175697,-4970.50723819
2027,11687.1483828,-5726.27642513
2028,11687.1483828,-5726.27642513
2029,10931.3791958,-6482.04561207
2030,10931.3791958,-6482.04561207
2031,10931.3791958,-6482.04561207
