year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,6337.65000173,4119.47250112
2018,6333.15501298,4116.55075844
2019,6328.94376312,4113.81344603
2020,6324.5630311,4110.96597021
2021,6319.83178221,4107.89065844
2022,6314.54126108,4104.4518197
2023,6308.68088687,4100.64257646
2024,6303.26396265,4097.12157572
2025,6298.29280972,4093.89032632
2026,6293.90878469,4091.04071005
2027,6289.31646313,4088.05570103
2028,6284.5997089,4084.98981078
2029,6282.30024161,4083.49515705
2030,6279.41253976,4081.61815085
2031,6275.94283848,4079.36284501
