year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,58044.7492435,42953.1144402
2018,58044.7492435,42953.1144402
2019,58044.7492435,42953.1144402
2020,58044.7492435,42953.1144402
2021,58044.7492435,42953.1144402
2022,58044.7492435,42953.1144402
2023,58044.7492435,42953.1144402
2024,58044.7492435,42953.1144402
2025,58044.7492435,42953.1144402
2026,58044.7492435,42953.1144402
2027,58044.7492435,42953.1144402
2028,58044.7492435,42953.1144402
2029,58044.7492435,42953.1144402
2030,58044.7492435,42953.1144402
2031,58044.7492435,42953.1144402
