year,Base case cost,Modeled water and wastewater efficiency
2017,73904.0001706,58312.3149143
2018,77780.0911856,61018.7114513
2019,82881.4912903,64580.9443207
2020,85275.4419475,66252.1788995
2021,86803.1326552,67318.3276466
2022,88075.4936881,68206.0458485
2023,88847.9870402,68744.5401016
2024,89380.8859798,69115.7723365
2025,90163.4723197,69661.470252
2026,91197.4402091,70382.8417311
2027,91982.835516,70930.5657854
2028,92521.3819301,71305.8616383
2029,93461.1080332,71961.778748
2030,94025.8113061,72355.6664374
2031,94945.9848422,72997.7178657
