year,population
2003,396.0
2004,402.0
2005,412.0
2006,400.0
2007,415.0
2008,422.0
2009,440.0
2010,439.0
2011,449.0
2012,453.0
2013,461.0
2014,466.0
2015,469.0
2016,474.0
2017,481.0
2018,486.0
2019,493.0
2020,498.0
2021,504.0
2022,511.0
2023,515.0
2024,520.0
2025,531.0
2026,537.0
2027,543.0
2028,548.0
2029,554.0
2030,561.0
2031,567.0
2032,574.0
2033,580.0
2034,587.0
2035,593.0
2036,600.0
2037,607.0
2038,613.0
2039,622.0
2040,629.0
