year,Base case cost,Modeled diesel efficiency
2019,274872.099712,474490.417578
2020,298751.480558,496198.94562
2021,314070.865177,510125.65891
2022,327884.49986,522683.508622
2023,338892.69223,532690.956231
2024,348251.438373,541198.90727
2025,363928.30783,555450.606777
2026,377882.622998,568136.347838
2027,390029.021269,579178.528085
2028,400494.517239,588692.615331
2029,414406.022142,601339.437969
2030,424925.878038,610902.943329
2031,440253.54225,624837.183522
2032,455838.156414,639005.01458
2033,471682.825316,653409.259036
2034,488932.599177,669090.871638
2035,501369.61833,680397.252686
2036,518752.988715,696200.316672
2037,532353.593022,708564.502406
2038,549856.07499,724475.849649
