year,Base case diesel consumed,Modeled diesel efficiency
2019,82792.801118,75266.1828345
2020,84872.579704,77156.89064
2021,85811.7117969,78010.6470881
2022,87203.3244308,79275.7494825
2023,88483.7316527,80439.7560479
2024,89524.7913554,81386.1739595
2025,91901.0878359,83546.4434872
2026,93304.3513575,84822.1375977
2027,94667.2381722,86061.1256111
2028,95812.0854639,87101.8958763
2029,97278.4089534,88434.9172304
2030,98819.9716367,89836.3378516
2031,100285.544932,91168.6772106
2032,101749.588485,92499.6258957
2033,103212.87206,93829.8836912
2034,104921.158622,95382.8714743
2035,106222.376765,96565.797059
2036,107848.854203,98044.4129115
2037,109312.852777,99375.3207061
2038,110858.079635,100780.072396
