year,Base case diesel consumed,Modeled non-residential ashp
2017,103045.949382,68895.9238614
2018,104297.953637,70147.9281166
2019,106801.962148,72651.936627
2020,108053.966403,73903.9408823
2021,109305.970658,75155.9451375
2022,110557.974914,76407.9493927
2023,111809.979169,77659.953648
2024,113061.983424,78911.9579032
2025,116817.99619,82667.9706689
2026,118070.000445,83919.9749241
2027,119322.0047,85171.9791793
2028,120574.008955,86423.9834345
2029,123078.017466,88927.991945
2030,124330.021721,90179.9962002
2031,125582.025976,91432.0004555
