year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,135449.41,10627.84,156806.46,78937.52
2018,135162.29,10625.78,156806.46,78937.52
2019,135018.73,10624.51,156806.46,77858.19
2020,134875.17,10623.42,156806.46,77858.19
2021,134946.95,10623.99,156806.46,77858.19
2022,135162.29,10625.84,156806.46,78937.52
2023,135664.75,10630.09,156806.46,78937.52
2024,135736.53,10630.54,156806.46,78937.52
2025,135808.31,10631.19,156806.46,78937.52
2026,135736.53,10630.2,156806.46,78937.52
2027,135664.75,10629.61,156806.46,78937.52
2028,135449.41,10628.03,156806.46,78937.52
2029,135234.07,10626.29,156806.46,78937.52
2030,135305.85,10626.77,156806.46,78937.52
2031,135162.29,10625.93,156806.46,78937.52
2032,134946.95,10623.76,156806.46,77858.19
2033,134731.6,10622.43,156806.46,77858.19
2034,134516.26,10620.74,156806.46,77858.19
2035,134516.26,10620.26,156806.46,77858.19
2036,134300.92,10618.75,156806.46,76778.86
2037,134372.7,10619.42,156806.46,76778.86
2038,134372.7,10619.62,156806.46,77858.19
2039,134229.14,10618.1,156806.46,76778.86
2040,133942.02,10615.89,156806.46,76778.86
