year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1470960
2004,,0,0,0,0,0,1526439
2005,,0,0,0,0,0,1488886
2006,,0,0,0,0,0,1487584
2007,,0,0,0,0,0,1586153
2008,,0,0,0,0,0,1965006
2009,,0,0,0,0,0,1841499
2010,,0,0,0,0,0,1842573
2011,,0,0,0,0,0,1805898
2012,,0,0,0,0,0,1906824
2013,,0,0,0,0,0,1917860
2014,start of forecast,0,0,0,0,0,1889000
2015,,0,0,0,0,0,1890000
2016,,0,0,0,0,0,1889000
2017,,0,0,0,0,0,1887000
2018,,0,0,0,0,0,1883000
2019,,0,0,0,0,0,1881000
2020,,0,0,0,0,0,1879000
2021,,0,0,0,0,0,1880000
2022,,0,0,0,0,0,1883000
2023,,0,0,0,0,0,1890000
2024,,0,0,0,0,0,1891000
2025,,0,0,0,0,0,1892000
2026,,0,0,0,0,0,1891000
2027,,0,0,0,0,0,1890000
2028,,0,0,0,0,0,1887000
2029,,0,0,0,0,0,1884000
2030,,0,0,0,0,0,1885000
2031,,0,0,0,0,0,1883000
2032,,0,0,0,0,0,1880000
2033,,0,0,0,0,0,1877000
2034,,0,0,0,0,0,1874000
2035,,0,0,0,0,0,1874000
2036,,0,0,0,0,0,1871000
2037,,0,0,0,0,0,1872000
2038,,0,0,0,0,0,1872000
2039,,0,0,0,0,0,1870000
2040,,0,0,0,0,0,1866000
