year,Base case diesel consumed,Modeled diesel efficiency
2019,135018.725598,122744.295998
2020,134875.165018,122613.78638
2021,134946.945308,122679.041189
2022,135162.286178,122874.805617
2023,135664.748209,123331.589281
2024,135736.528499,123396.84409
2025,135808.308789,123462.098899
2026,135736.528499,123396.84409
2027,135664.748209,123331.589281
2028,135449.407338,123135.824853
2029,135234.066468,122940.060426
2030,135305.846758,123005.315235
2031,135162.286178,122874.805617
2032,134946.945308,122679.041189
2033,134731.604438,122483.276762
2034,134516.263568,122287.512334
2035,134516.263568,122287.512334
2036,134300.922698,122091.747907
2037,134372.702988,122157.002716
2038,134372.702988,122157.002716
