year,annotation,diesel generation efficiency
2002,,13.7
2003,,13.91
2004,,13.68
2005,,13.89
2006,,13.78
2007,,13.06
2008,,13.73
2009,,13.86
2010,,13.69
2011,,13.6
2012,,13.41
2013,,14.79
2014,start of forecast,13.93
2015,,13.93
2016,,13.93
2017,,13.93
2018,,13.93
2019,,13.93
2020,,13.93
2021,,13.93
2022,,13.93
2023,,13.93
2024,,13.93
2025,,13.93
2026,,13.93
2027,,13.93
2028,,13.93
2029,,13.93
2030,,13.93
2031,,13.93
2032,,13.93
2033,,13.93
2034,,13.93
2035,,13.93
2036,,13.93
2037,,13.93
2038,,13.93
2039,,13.93
2040,,13.93
