year,Base case cost,Modeled water and wastewater efficiency
2017,209902.37221,178326.061612
2018,220418.90816,184984.970354
2019,234337.295228,194041.128902
2020,240857.28089,197936.282723
2021,245104.580122,200257.782984
2022,248549.125654,202033.642638
2023,251018.070567,203143.297404
2024,252725.933964,203732.465804
2025,255076.040188,204785.403631
2026,257581.740495,205960.01507
2027,259889.052219,207009.608664
2028,261738.299837,207751.231164
2029,264004.120551,208797.157916
2030,265501.489733,209319.459664
2031,268221.123135,210708.482913
