year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,89217.54,1316343.41,691723.9,120684.83,927464.45,667122.6
2018,94513.17,1394746.64,731192.66,125905.74,967914.24,696218.02
2019,101514.0,1498238.9,772581.29,132823.3,1021307.95,728552.7
2020,104796.83,1546848.9,796717.33,136060.45,1046386.82,746442.77
2021,106927.27,1578210.19,812288.97,138177.31,1062566.73,757984.76
2022,108646.03,1603299.23,836179.56,139903.1,1075510.66,773611.83
2023,109858.82,1620547.94,844862.69,141159.25,1084409.61,780012.82
2024,110713.85,1633092.45,851177.69,142012.08,1090881.58,784668.09
2025,111890.1,1650341.16,859860.82,143185.94,1099780.53,791069.08
2026,113155.32,1669157.94,869333.32,144426.42,1109488.48,798051.98
2027,114318.31,1686406.65,878016.45,145570.75,1118387.43,804452.97
2028,115257.85,1700519.23,885120.83,146480.45,1125668.39,809690.15
2029,116407.87,1717767.94,893803.95,147596.25,1134567.34,816091.14
2030,117156.95,1728744.39,899329.58,148344.54,1140230.31,820164.5
2031,118529.04,1749129.23,909591.46,149692.08,1150747.26,827729.3
2032,119779.7,1767946.0,906497.38,150901.11,1160455.21,827813.76
2033,121145.65,1788330.84,916618.94,152235.47,1170972.15,835316.05
2034,122507.11,1808715.68,926740.51,153560.16,1181489.09,842818.33
2035,123457.41,1822828.26,933747.75,154494.3,1188770.05,848012.23
2036,124820.23,1843213.1,930784.65,155822.24,1199287.0,848385.23
2037,125677.7,1855757.62,936926.96,156680.51,1205758.96,852963.55
2038,127060.61,1876142.46,960219.53,158052.3,1216275.91,867633.6
2039,128104.23,1891823.1,954586.1,159063.76,1224365.86,866126.22
2040,129669.93,1915344.07,966102.92,160581.82,1236500.8,874710.57
