year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,246372.0,206116.680902
2018,246370.0,206114.680902
2019,245289.0,205033.680902
2020,245287.0,205031.680902
2021,245288.0,205032.680902
2022,246370.0,206114.680902
2023,246374.0,206118.680902
2024,246375.0,206119.680902
2025,246375.0,206119.680902
2026,246374.0,206118.680902
2027,246374.0,206118.680902
2028,246372.0,206116.680902
2029,246370.0,206114.680902
2030,246371.0,206115.680902
2031,246370.0,206114.680902
2032,245288.0,205032.680902
2033,245286.0,205030.680902
2034,245285.0,205029.680902
2035,245284.0,205028.680902
2036,244204.0,203948.680902
