year,Base case cost,Modeled diesel efficiency
2019,920827.708579,1064956.69445
2020,961659.926579,1096736.87866
2021,989161.109108,1116523.09631
2022,1012365.52348,1132525.3843
2023,1031052.08639,1144539.89322
2024,1042456.53887,1150050.86286
2025,1057946.72546,1159389.96552
2026,1073675.94042,1169057.52807
2027,1088031.28063,1177584.66957
2028,1098494.69352,1182679.70709
2029,1111624.02637,1190301.83529
2030,1121685.46963,1195236.07366
2031,1138066.44962,1206014.07653
2032,1152446.91293,1215069.84498
2033,1168123.01048,1225397.62011
2034,1183743.1194,1235766.44701
2035,1195849.58312,1243030.84643
2036,1211394.32273,1253508.64207
2037,1222791.59719,1260301.65045
2038,1240260.04858,1272697.5391
