year,Base case diesel consumed,Modeled wind power
2019,135018.725598,
2020,134875.165018,
2021,134946.945308,
2022,135162.286178,
2023,135664.748209,
2024,135736.528499,
2025,135808.308789,
2026,135736.528499,
2027,135664.748209,
2028,135449.407338,
2029,135234.066468,
2030,135305.846758,
2031,135162.286178,
2032,134946.945308,
2033,134731.604438,
2034,134516.263568,
2035,134516.263568,
2036,134300.922698,
2037,134372.702988,
2038,134372.702988,
