year,Base case cost,Modeled diesel efficiency
2019,1577088.19244,1883474.38749
2020,1678196.41138,1964849.75062
2021,1755181.14678,2024541.73334
2022,1816822.48918,2070526.44591
2023,1863312.85288,2102973.15612
2024,1899563.55759,2126341.17686
2025,1946809.67777,2159929.72908
2026,1999714.09479,2198881.62069
2027,2042814.16271,2229134.75738
2028,2085986.66034,2259663.00621
2029,2138424.30811,2298818.48214
2030,2170125.84166,2319322.51764
2031,2224172.30696,2360335.02333
2032,2285916.80683,2408536.06982
2033,2343093.84521,2452770.74513
2034,2406267.18575,2502638.11509
2035,2447641.37802,2532865.3336
2036,2511175.40389,2583410.95753
2037,2551960.6475,2613444.91497
2038,2616458.20801,2665200.60725
