year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,12656.3423352,8226.62251789
2018,12665.2560075,8232.41640489
2019,12673.7430587,8237.93298816
2020,12682.1165489,8243.37575677
2021,12690.4306564,8248.77992665
2022,12698.3346899,8253.91754841
2023,12706.1063467,8258.96912535
2024,12713.4979544,8263.77367038
2025,12721.2973677,8268.84328897
2026,12728.8577823,8273.7575585
2027,12736.7400644,8278.88104184
2028,12744.57444,8283.97338599
2029,12751.0580934,8288.18776069
2030,12757.7996944,8292.56980137
2031,12764.9460317,8297.21492061
