year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,261284.661637,193350.649611
2018,261284.661637,193350.649611
2019,261284.661637,193350.649611
2020,261284.661637,193350.649611
2021,261284.661637,193350.649611
2022,261284.661637,193350.649611
2023,261284.661637,193350.649611
2024,261284.661637,193350.649611
2025,261284.661637,193350.649611
2026,261284.661637,193350.649611
2027,261284.661637,193350.649611
2028,261284.661637,193350.649611
2029,261284.661637,193350.649611
2030,261284.661637,193350.649611
2031,261284.661637,193350.649611
