year,Base case diesel consumed,Modeled residential ashp
2017,29210.3234474,-69028.3371761
2018,29645.6281542,-68593.0324694
2019,29863.2805075,-68375.380116
2020,30298.5852143,-67940.0754092
2021,30733.889921,-67504.7707025
2022,30951.5422744,-67287.1183491
2023,31386.8469812,-66851.8136423
2024,31604.4993346,-66634.161289
2025,32039.8040413,-66198.8565822
2026,32257.4563947,-65981.2042288
2027,32692.7611015,-65545.8995221
2028,32910.4134548,-65328.2471687
2029,33345.7181616,-64892.9424619
2030,33563.370515,-64675.2901085
2031,33781.0228684,-64457.6377552
