year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,497204.36,12656.34,261284.66,187964.0
2018,500642.94,12665.26,261284.66,190765.12
2019,503862.04,12673.74,261284.66,192165.68
2020,507007.98,12682.12,261284.66,194966.8
2021,510227.08,12690.43,261284.66,197767.92
2022,513226.69,12698.33,261284.66,199168.48
2023,516153.14,12706.11,261284.66,201969.6
2024,519006.44,12713.5,261284.66,203370.16
2025,521932.89,12721.3,261284.66,206171.27
2026,524859.34,12728.86,261284.66,207571.83
2027,527858.96,12736.74,261284.66,210372.95
2028,530785.41,12744.57,261284.66,211773.51
2029,533272.89,12751.06,261284.66,214574.63
2030,535833.54,12757.8,261284.66,215975.19
2031,538540.51,12764.95,261284.66,217375.75
