year,Base case cost,Modeled diesel efficiency
2019,234688.863114,415575.137981
2020,250707.678169,430137.697121
2021,261753.073837,440178.965911
2022,270692.396339,448305.62273
2023,277486.628261,454482.197205
2024,283593.286688,460033.704865
2025,289751.968329,465632.506358
2026,298233.486536,473342.977454
2027,305270.493463,479740.256479
2028,310836.977504,484800.696516
2029,318756.644984,492000.394226
2030,324422.840188,497151.480774
2031,332468.230439,504465.471912
2032,341365.934368,512554.293665
2033,349955.834273,520363.293579
2034,358608.162036,528229.046091
2035,364149.501523,533266.627442
2036,372912.812145,541233.273463
2037,379748.66264,547447.683004
2038,389053.014702,555906.184878
