year,Base case cost,Modeled non-residential energy efficiency
2017,608701.166117,636478.684143
2018,642411.491454,667197.832042
2019,690070.916931,710628.351484
2020,713319.417164,731813.970725
2021,728430.942315,745584.623231
2022,740055.192432,756177.432851
2023,748192.167513,763592.399585
2024,755166.717583,769948.085357
2025,762141.267653,776303.771129
2026,772603.092758,785837.299787
2027,780740.067839,793252.266521
2028,786552.192897,798548.671331
2029,795851.59299,807022.919027
2030,801663.718048,812319.323838
2031,810963.118141,820793.571534
