year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,76571.7128473,56663.067507
2018,76571.7128473,56663.067507
2019,76571.7128473,56663.067507
2020,76571.7128473,56663.067507
2021,76571.7128473,56663.067507
2022,76571.7128473,56663.067507
2023,76571.7128473,56663.067507
2024,76571.7128473,56663.067507
2025,76571.7128473,56663.067507
2026,76571.7128473,56663.067507
2027,76571.7128473,56663.067507
2028,76571.7128473,56663.067507
2029,76571.7128473,56663.067507
2030,76571.7128473,56663.067507
2031,76571.7128473,56663.067507
