year,Base case diesel consumed,Modeled non-residential ashp
2017,17322.3904613,10030.2100406
2018,17322.3904613,10030.2100406
2019,17322.3904613,10030.2100406
2020,15838.7611405,8546.58071983
2021,15838.7611405,8546.58071983
2022,15838.7611405,8546.58071983
2023,15838.7611405,8546.58071983
2024,15838.7611405,8546.58071983
2025,14355.1318198,7062.95139904
2026,14355.1318198,7062.95139904
2027,14355.1318198,7062.95139904
2028,14355.1318198,7062.95139904
2029,14355.1318198,7062.95139904
2030,12871.502499,5579.32207825
2031,12871.502499,5579.32207825
