year,Base case diesel consumed,Modeled diesel efficiency
2019,23466.9555589,21333.5959627
2020,23299.3344478,21181.2131344
2021,23131.7133367,21028.830306
2022,22880.28167,20800.2560636
2023,22712.6605588,20647.8732353
2024,22545.0394477,20495.490407
2025,22293.607781,20266.9161645
2026,22125.9866698,20114.5333362
2027,21958.3655587,19962.1505079
2028,21790.7444476,19809.7676796
2029,21539.3127809,19581.1934372
2030,21287.8811142,19352.6191947
2031,21120.260003,19200.2363664
2032,21036.4494475,19124.0449522
2033,20868.8283363,18971.6621239
2034,20785.0177808,18895.4707098
2035,20701.2072252,18819.2792956
2036,20533.5861141,18666.8964673
2037,20449.7755585,18590.7050532
2038,20365.9650029,18514.513639
