year,Base case diesel consumed,Modeled residential energy efficiency
2017,8855.84270165,8855.84270165
2018,8855.84270165,8855.84270165
2019,8855.84270165,8855.84270165
2020,8855.84270165,8855.84270165
2021,7833.29831437,7833.29831437
2022,7833.29831437,7833.29831437
2023,7833.29831437,7833.29831437
2024,7833.29831437,7833.29831437
2025,7833.29831437,7833.29831437
2026,6810.75392709,6810.75392709
2027,6810.75392709,6810.75392709
2028,6810.75392709,6810.75392709
2029,6810.75392709,6810.75392709
2030,5788.20953981,5788.20953981
2031,5788.20953981,5788.20953981
2032,5788.20953981,5788.20953981
2033,5788.20953981,5788.20953981
2034,5788.20953981,5788.20953981
2035,4765.66515253,4765.66515253
2036,4765.66515253,4765.66515253
