year,Base case diesel consumed,Modeled non-residential ashp
2017,17061.6378451,10292.8907102
2018,17061.6378451,10292.8907102
2019,17061.6378451,10292.8907102
2020,17061.6378451,10292.8907102
2021,15091.6071429,8322.86000803
2022,15091.6071429,8322.86000803
2023,15091.6071429,8322.86000803
2024,15091.6071429,8322.86000803
2025,15091.6071429,8322.86000803
2026,13121.5764406,6352.82930581
2027,13121.5764406,6352.82930581
2028,13121.5764406,6352.82930581
2029,13121.5764406,6352.82930581
2030,11151.5457384,4382.79860359
2031,11151.5457384,4382.79860359
