year,Base case cost,Modeled diesel efficiency
2019,216143.733066,397491.942456
2020,230938.852628,406231.16897
2021,241156.744937,410919.691097
2022,249437.073326,413954.615016
2023,255742.798553,415299.741583
2024,261416.387379,416173.027218
2025,267456.253156,417479.710401
2026,275329.972974,420551.59856
2027,281871.926258,422508.556402
2028,286723.243905,423022.094746
2029,294417.529171,426211.479219
2030,300042.555435,427608.908691
2031,307528.59785,430785.27016
2032,315445.941665,434438.781609
2033,323422.548267,438229.232524
2034,331832.102457,442494.389596
2035,336997.842116,443889.840573
2036,345531.683541,448424.561836
2037,351522.163662,450722.682948
2038,360184.407794,455523.456297
