year,Base case diesel consumed,Modeled diesel efficiency
2019,66917.5644168,60834.1494698
2020,67329.1115534,61208.2832304
2021,67740.6586901,61582.416991
2022,68152.2058267,61956.5507516
2023,68563.7529633,62330.6845121
2024,68975.3001,62704.8182727
2025,69469.1566639,63153.7787854
2026,69880.7038006,63527.912546
2027,70292.2509372,63902.0463066
2028,70621.4886465,64201.353315
2029,71115.3452105,64650.3138277
2030,71609.2017744,65099.2743404
2031,72020.7489111,65473.408101
2032,72349.9866204,65772.7151094
2033,72679.2243297,66072.0221179
2034,73090.7714663,66446.1558785
2035,73420.0091756,66745.4628869
2036,73831.5563123,67119.5966475
2037,74160.7940216,67418.903656
2038,74572.3411582,67793.0374166
