year,Base case cost,Modeled water and wastewater efficiency
2017,104731.881202,86916.530322
2018,110256.683295,90498.2455713
2019,118048.658212,95679.7761596
2020,121896.908873,98097.9236576
2021,124429.47458,99598.5666797
2022,126399.365125,100710.529578
2023,127804.808657,101432.386821
2024,129024.091636,102029.759281
2025,130244.624113,102634.136688
2026,132033.903205,103644.072172
2027,133444.989394,104394.130473
2028,134477.748612,104884.081204
2029,136093.276989,105789.271758
2030,137138.534962,106299.194822
2031,138749.196985,107211.596795
