year,Base case cost,Modeled non-residential energy efficiency
2017,607059.173614,635263.609691
2018,639955.953351,663348.599044
2019,686465.193668,703943.474826
2020,709152.627969,722775.910508
2021,723899.460265,734384.11729
2022,735243.177416,742921.116678
2023,743183.779421,748385.86906
2024,749990.009711,752854.402225
2025,756796.240002,757364.246231
2026,767005.585437,765029.997416
2027,774946.187443,770658.102656
2028,780618.046018,774247.638576
2029,789693.019739,780990.311044
2030,795364.878314,784654.110356
2031,804439.852034,791469.305668
