year,Base case diesel consumed,Modeled non-residential ashp
2017,76571.7128473,53600.1990161
2018,76571.7128473,53600.1990161
2019,76571.7128473,53600.1990161
2020,76571.7128473,53600.1990161
2021,76571.7128473,53600.1990161
2022,76571.7128473,53600.1990161
2023,76571.7128473,53600.1990161
2024,76571.7128473,53600.1990161
2025,76571.7128473,53600.1990161
2026,76571.7128473,53600.1990161
2027,76571.7128473,53600.1990161
2028,76571.7128473,53600.1990161
2029,76571.7128473,53600.1990161
2030,76571.7128473,53600.1990161
2031,76571.7128473,53600.1990161
