year,Base case cost,Modeled residential energy efficiency
2017,637597.274659,618298.412148
2018,681382.27005,652148.067568
2019,740598.049974,698457.030897
2020,775631.627075,725950.449098
2021,802702.866603,747308.791347
2022,826463.379897,766171.446928
2023,846756.889841,782380.805211
2024,877623.948083,809470.687315
2025,897184.317256,825306.869987
2026,920975.711222,844667.682759
2027,942363.160963,862180.514433
2028,961242.481735,877739.995846
2029,984474.376168,896942.102322
2030,1003753.07179,912996.216635
2031,1027488.52581,932794.908144
2032,1052946.87565,954108.66534
2033,1078717.77973,975778.808757
2034,1104801.23803,997804.311092
2035,1125208.60169,1015206.37676
2036,1151847.71196,1037870.15425
