year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,66012.16,8933.58,76571.71,79685.14
2018,66506.02,8937.8,76571.71,80927.7
2019,66917.56,8942.12,76571.71,82170.26
2020,67329.11,8946.42,76571.71,83412.81
2021,67740.66,8950.63,76571.71,84655.37
2022,68152.21,8954.82,76571.71,85897.92
2023,68563.75,8958.97,76571.71,87140.48
2024,68975.3,8963.16,76571.71,89625.59
2025,69469.16,8967.33,76571.71,90868.15
2026,69880.7,8971.52,76571.71,92110.7
2027,70292.25,8975.6,76571.71,93353.26
2028,70621.49,8979.62,76571.71,94595.81
2029,71115.35,8984.25,76571.71,95838.37
2030,71609.2,8988.7,76571.71,97080.93
2031,72020.75,8992.93,76571.71,98323.48
2032,72349.99,,,99566.04
2033,72679.22,,,100808.59
2034,73090.77,,,102051.15
2035,73420.01,,,103293.7
2036,73831.56,,,104536.26
