year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,44574.66,382059.24,411536.69,60157.22,224999.93,226060.58
2018,47187.64,404265.04,441422.95,63069.04,235690.91,239959.32
2019,50876.72,435659.44,481890.32,67171.94,250805.75,258707.73
2020,52690.49,450973.78,505859.89,69206.41,258178.84,269771.73
2021,53878.86,460928.11,524400.61,70550.61,262971.35,278302.25
2022,54799.58,468585.28,540687.46,71599.78,266657.9,285775.92
2023,55452.08,473945.3,554608.61,72352.73,269238.48,292148.28
2024,56015.79,478539.6,575802.72,73008.3,271450.41,301821.23
2025,56579.93,483133.9,589237.65,73664.69,273662.34,307946.67
2026,57413.77,490025.36,605585.01,74620.14,276980.23,315390.7
2027,58068.2,495385.38,620288.97,75376.79,279560.81,322074.2
2028,58543.17,499213.96,633274.96,75934.58,281404.08,327967.52
2029,59292.08,505339.7,649260.36,76801.2,284353.32,335214.01
2030,59770.91,509168.29,662532.15,77367.63,286196.59,341220.92
2031,60518.48,515294.02,678877.89,78230.71,289145.83,348610.63
2032,,,696418.1,,,356528.77
2033,,,714181.98,,,364535.8
2034,,,732169.51,,,372631.73
2035,,,746248.96,,,378959.65
2036,,,764634.11,,,387213.6
