year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,11471.89,851100.0,851100.0
2004,,11471.89,874220.0,874220.0
2005,,11471.89,828424.0,828424.0
2006,,11471.89,807100.0,807100.0
2007,,11471.89,779300.0,779300.0
2008,,11471.89,959588.0,959588.0
2009,,11471.89,840963.0,840963.0
2010,,11471.89,755000.0,755000.0
2011,,11471.89,773000.0,773000.0
2012,,11471.89,789300.0,789300.0
2013,,11471.89,780300.0,780300.0
2014,,11471.89,782200.0,782200.0
2015,,11471.89,767300.0,767300.0
2016,start of forecast,11471.89,797000.0,797000.0
2017,,11471.89,802000.0,802000.0
2018,,11471.89,808000.0,808000.0
2019,,11471.89,813000.0,813000.0
2020,,11471.89,818000.0,818000.0
2021,,11471.89,823000.0,823000.0
2022,,11471.89,828000.0,828000.0
2023,,11471.89,833000.0,833000.0
2024,,11471.89,838000.0,838000.0
2025,,11471.89,844000.0,844000.0
2026,,11471.89,849000.0,849000.0
2027,,11471.89,854000.0,854000.0
2028,,11471.89,858000.0,858000.0
2029,,11471.89,864000.0,864000.0
2030,,11471.89,870000.0,870000.0
2031,,11471.89,875000.0,875000.0
2032,,11471.89,879000.0,879000.0
2033,,11471.89,883000.0,883000.0
2034,,11471.89,888000.0,888000.0
2035,,11471.89,892000.0,892000.0
2036,,11471.89,897000.0,897000.0
2037,,11471.89,901000.0,901000.0
2038,,11471.89,906000.0,906000.0
2039,,11471.89,911000.0,911000.0
2040,,11471.89,915000.0,915000.0
