year,Base case cost,Modeled water and wastewater efficiency
2017,148862.669511,49446.8403134
2018,156351.231069,50104.6626915
2019,166517.489567,50992.9829546
2020,171349.880256,51426.3639931
2021,174700.766436,51733.3667733
2022,177461.023638,51990.4091259
2023,179035.699768,52146.3160228
2024,180614.132565,52303.3646568
2025,182492.977244,52486.8830704
2026,184673.002401,52697.0965098
2027,186259.098515,52856.3928912
2028,187846.275313,53015.9744337
2029,190046.244577,53232.2925744
2030,191052.887767,53345.1884999
2031,193547.4578,53585.9966802
