year,Base case cost,Modeled non-residential energy efficiency
2017,585040.817955,613482.674023
2018,612296.315494,638892.389645
2019,649363.792148,673449.602891
2020,666807.310574,689711.820888
2021,678799.729491,700892.095762
2022,688611.708605,710039.593386
2023,694062.808113,715121.53651
2024,699513.907621,720203.479635
2025,706055.22703,726301.811384
2026,713686.766342,733416.531758
2027,719137.865849,738498.474882
2028,724588.965357,743580.418007
2029,732220.504668,750695.138381
2030,735491.164373,753744.304255
2031,744212.923586,761875.413254
