year,Base case cost,Modeled residential energy efficiency
2017,414385.139497,411631.337125
2018,441381.730174,436552.061761
2019,475995.125825,468342.279595
2020,497739.46909,488758.068594
2021,516036.936843,506142.155288
2022,533069.153153,522427.059824
2023,547097.955067,536040.688529
2024,561284.394151,549811.954405
2025,576481.788166,564511.14057
2026,592737.428264,580185.538176
2027,607444.070012,594477.006716
2028,622308.348931,608926.112426
2029,639163.010277,625199.531281
2030,652509.818281,638297.235359
2031,681414.508754,666537.6487
2032,698994.301087,683536.198541
2033,716794.785458,700755.440421
2034,734815.961869,718195.37434
2035,751004.393023,733968.632285
2036,770477.908443,752777.870572
