year,Base case diesel consumed,Modeled non-residential ashp
2017,52173.5067084,28181.770865
2018,53514.261375,29522.5255317
2019,54855.0160417,30863.2801984
2020,56195.7707084,32204.034865
2021,57536.525375,33544.7895317
2022,58877.2800417,34885.5441984
2023,60218.0347084,36226.298865
2024,61558.789375,37567.0535317
2025,62899.5440417,38907.8081983
2026,64240.2987083,40248.562865
2027,65581.053375,41589.3175317
2028,66921.8080417,42930.0721983
2029,68262.5627083,44270.826865
2030,69603.317375,45611.5815317
2031,72284.8267083,48293.090865
