year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,73939.01,4573.66,44294.24,31020.45
2018,74336.11,4686.24,44294.24,31844.53
2019,74812.62,4799.87,44294.24,32668.6
2020,75209.72,4914.41,44294.24,33492.68
2021,75686.23,5030.22,44294.24,34316.76
2022,76083.33,5148.08,44294.24,35964.92
2023,76559.84,5268.46,44294.24,36789.0
2024,77036.35,5391.21,44294.24,37613.08
2025,77512.87,5515.8,44294.24,39261.23
2026,77989.38,5641.81,44294.24,40085.31
2027,78545.31,5769.49,44294.24,40909.39
2028,79021.83,5899.22,44294.24,42557.55
2029,79498.34,6032.93,44294.24,43381.63
2030,80054.27,6168.9,44294.24,45029.79
2031,80610.2,6307.2,44294.24,45853.87
2032,81166.14,,,46677.94
2033,81642.65,,,48326.1
2034,82198.58,,,49974.26
2035,82833.93,,,50798.34
2036,83389.87,,,52446.5
