year,Base case cost,Modeled residential energy efficiency
2017,305420.766134,305267.507451
2018,330252.906456,326582.686152
2019,361683.796079,353740.066791
2020,381151.800605,370680.289175
2021,398087.779964,385503.975349
2022,421689.522078,407330.126187
2023,434974.017631,419096.958746
2024,447783.322366,430489.553416
2025,470453.71712,451687.228466
2026,485058.788513,464763.050081
2027,499162.657242,477437.06037
2028,522034.169197,498977.608895
2029,537328.554533,512804.796651
2030,560024.01191,534287.423078
2031,575799.616413,548634.812093
2032,592583.654594,563931.228494
2033,618590.543321,588547.077954
2034,646718.346792,615145.349722
2035,660977.337379,628283.399508
2036,689885.496257,655696.649738
