year,Base case diesel consumed,Modeled residential ashp
2017,39575.412449,8554.96616935
2018,40626.7596494,9606.31336977
2019,41678.1068498,10657.6605702
2020,42729.4540503,11709.0077706
2021,43780.8012507,12760.354971
2022,45883.4956515,14863.0493719
2023,46934.842852,15914.3965723
2024,47986.1900524,16965.7437727
2025,50088.8844532,19068.4381736
2026,51140.2316537,20119.785374
2027,52191.5788541,21171.1325744
2028,54294.2732549,23273.8269753
2029,55345.6204554,24325.1741757
2030,57448.3148562,26427.8685766
2031,58499.6620566,27479.215777
