year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44294.235809,32824.3344987
2018,44294.235809,32824.3344987
2019,44294.235809,32824.3344987
2020,44294.235809,32824.3344987
2021,44294.235809,32824.3344987
2022,44294.235809,32824.3344987
2023,44294.235809,32824.3344987
2024,44294.235809,32824.3344987
2025,44294.235809,32824.3344987
2026,44294.235809,32824.3344987
2027,44294.235809,32824.3344987
2028,44294.235809,32824.3344987
2029,44294.235809,32824.3344987
2030,44294.235809,32824.3344987
2031,44294.235809,32824.3344987
