year,Base case cost,Modeled non-residential energy efficiency
2017,457401.912353,450855.833417
2018,486642.993432,474794.827987
2019,525316.68131,506916.067312
2020,543238.63423,521135.341175
2021,556444.283749,531308.785179
2022,565876.890549,538250.811647
2023,572479.715309,542775.849239
2024,578139.279388,546513.451293
2025,584742.104148,551093.186713
2026,592288.189588,556514.422108
2027,598891.014348,561146.321447
2028,604550.578427,564988.280677
2029,612096.663867,570485.036145
2030,616812.967267,573560.468058
2031,624359.052707,579104.666332
