year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21725.59,210404.36,185445.52,64283.22,246997.56,119975.25
2018,23713.08,224135.57,200243.81,69235.6,262507.42,130009.1
2019,26256.04,242296.21,218819.88,75642.51,283020.47,142863.91
2020,27816.31,250712.11,230703.31,79221.48,292526.52,150448.49
2021,29176.02,256913.3,241184.05,82193.36,299530.98,156903.73
2022,30374.45,261342.73,256364.08,84678.58,304534.16,165325.44
2023,31453.5,264443.32,264813.48,86801.53,308036.39,170160.53
2024,32509.82,267100.98,273002.13,88830.64,311038.3,174781.19
2025,33647.2,270201.58,287713.02,91045.24,314540.53,182740.69
2026,34867.24,273745.11,296958.84,93447.73,318543.08,188099.95
2027,36060.17,276845.71,305927.41,95749.35,322045.3,193235.24
2028,37224.99,279503.36,320806.07,97948.71,325047.21,201228.1
2029,38551.33,283046.9,330488.65,100518.22,329049.76,206839.91
2030,39728.63,285261.62,345296.08,102679.42,331551.35,214727.93
2031,41123.92,288805.15,355283.57,105357.18,335553.9,220516.05
2032,,,365869.69,,,226713.97
2033,,,382654.32,,,235936.23
2034,,,400702.14,,,246016.21
2035,,,409849.66,,,251127.68
2036,,,428391.92,,,261493.57
