year,Base case cost,Modeled diesel efficiency
2019,173875.992378,344708.576962
2020,183018.854704,353020.269986
2021,189283.171472,358715.103411
2022,193454.582407,362507.29517
2023,196065.914454,364881.233395
2024,198142.019436,366768.601561
2025,200688.548207,369083.627716
2026,203537.492269,371673.576863
2027,206000.816832,373912.962829
2028,207940.114896,375675.96107
2029,210968.268021,378428.827546
2030,210819.460496,378293.547978
2031,213734.007876,380943.136506
2032,216590.952343,383540.358748
2033,219390.293897,386085.214707
2034,222980.875461,389349.379765
2035,223883.321095,390169.784887
2036,226516.254235,392563.360468
2037,227711.514675,393649.960869
2038,230642.062864,396314.095586
