year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,3281936.0,2904197.35695
2018,3295298.0,2917559.35695
2019,3307704.0,2929965.35695
2020,3318205.0,2940466.35695
2021,3326800.0,2949061.35695
2022,3335386.0,2957647.35695
2023,3342069.0,2964330.35695
2024,3347796.0,2970057.35695
2025,3351618.0,2973879.35695
2026,3355431.0,2977692.35695
2027,3357342.0,2979603.35695
2028,3358298.0,2980559.35695
2029,3359251.0,2981512.35695
2030,3359252.0,2981513.35695
2031,3358297.0,2980558.35695
2032,3356386.0,2978647.35695
2033,3353525.0,2975786.35695
2034,3349709.0,2971970.35695
2035,3345891.0,2968152.35695
2036,3342072.0,2964333.35695
