year,Base case diesel consumed,Modeled residential energy efficiency
2017,1805251.6288,1395416.53547
2018,1818522.29048,1408687.19715
2019,1830845.04775,1421009.95443
2020,1841271.99621,1431436.90289
2021,1849803.13587,1439968.04254
2022,1858334.27552,1448499.18219
2023,1864969.60636,1455134.51303
2024,1870657.03279,1460821.93947
2025,1874448.65041,1464613.55709
2026,1878240.26804,1468405.17471
2027,1880136.07685,1470300.98352
2028,1881083.98125,1471248.88793
2029,1882031.88566,1472196.79234
2030,1882031.88566,1472196.79234
2031,1881083.98125,1471248.88793
2032,1879188.17244,1469353.07912
2033,1876344.45923,1466509.3659
2034,1872552.8416,1462717.74828
2035,1868761.22398,1458926.13066
2036,1864969.60636,1455134.51303
