year,Base case cost,Modeled non-residential energy efficiency
2017,10552606.9034,10304957.5372
2018,11031465.6179,10745013.9537
2019,11689896.3502,11363998.5475
2020,12004147.3815,11642404.3034
2021,12213648.0691,11817692.6539
2022,12393220.087,11964057.8628
2023,12497970.4308,12036954.5441
2024,12602720.7746,12110577.8085
2025,12707471.1184,12184910.6271
2026,12842150.1318,12289621.3891
2027,12961864.8104,12380166.3246
2028,13066615.1542,12456529.5741
2029,13201294.1676,12563223.1786
2030,13276115.8417,12611176.9548
2031,13425759.19,12733958.7196
