year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1449577.6886,1072687.48957
2018,1449577.6886,1072687.48957
2019,1449577.6886,1072687.48957
2020,1449577.6886,1072687.48957
2021,1449577.6886,1072687.48957
2022,1449577.6886,1072687.48957
2023,1449577.6886,1072687.48957
2024,1449577.6886,1072687.48957
2025,1449577.6886,1072687.48957
2026,1449577.6886,1072687.48957
2027,1449577.6886,1072687.48957
2028,1449577.6886,1072687.48957
2029,1449577.6886,1072687.48957
2030,1449577.6886,1072687.48957
2031,1449577.6886,1072687.48957
