year,Base case cost,Modeled biomass for heat (cordwood)
2017,8767111.83679,9674206.92505
2018,9857301.41763,10622185.725
2019,11349801.5335,11927646.4482
2020,12082656.9086,12560830.6245
2021,12579706.0816,12985127.1651
2022,13012418.8428,13353107.7516
2023,13272436.2159,13567734.6526
2024,13529525.7039,13779877.7802
2025,13779584.9013,13985424.32
2026,14097250.1667,14251445.6931
2027,14373866.2554,14480608.887
2028,14613040.0604,14676511.101
2029,14919519.4614,14932558.5885
2030,15087486.5027,15065588.4677
2031,15419026.989,15343681.037
2032,15712327.7104,15587678.5882
2033,16034286.9446,15856916.0167
2034,16351012.3152,16121269.9238
2035,16566587.7932,16296148.2288
2036,16915306.6098,16589394.4392
