year,Base case cost,Modeled water and wastewater efficiency
2017,101687.559001,376149.278339
2018,110804.80871,374893.917543
2019,123237.505346,375963.770089
2020,129360.678942,373091.514066
2021,133531.702263,369108.723812
2022,137119.061917,364902.220306
2023,139295.942007,359930.514757
2024,141440.968646,355087.129992
2025,143542.867267,350361.020154
2026,146162.163392,346113.640213
2027,148467.09764,341800.454959
2028,150459.91915,337419.744555
2029,152994.648896,333524.457865
2030,154393.909539,329019.810655
2031,157139.391047,325517.275401
