year,Base case diesel consumed,Modeled non-residential ashp
2017,23533.4669186,21118.1038339
2018,23533.4669186,21118.1038339
2019,23533.4669186,21118.1038339
2020,22028.8929135,19613.5298288
2021,22028.8929135,19613.5298288
2022,22028.8929135,19613.5298288
2023,22028.8929135,19613.5298288
2024,20524.3189085,18108.9558237
2025,20524.3189085,18108.9558237
2026,20524.3189085,18108.9558237
2027,19019.7449034,16604.3818187
2028,19019.7449034,16604.3818187
2029,17515.1708983,15099.8078136
2030,17515.1708983,15099.8078136
2031,17515.1708983,15099.8078136
