year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,8051.21028242,5957.89560899
2018,8051.21028242,5957.89560899
2019,8051.21028242,5957.89560899
2020,8051.21028242,5957.89560899
2021,8051.21028242,5957.89560899
2022,8051.21028242,5957.89560899
2023,8051.21028242,5957.89560899
2024,8051.21028242,5957.89560899
2025,8051.21028242,5957.89560899
2026,8051.21028242,5957.89560899
2027,8051.21028242,5957.89560899
2028,8051.21028242,5957.89560899
2029,8051.21028242,5957.89560899
2030,8051.21028242,5957.89560899
2031,8051.21028242,5957.89560899
