year,Base case cost,Modeled non-residential energy efficiency
2017,46901.2082102,50471.1529296
2018,49602.0788028,53034.9921299
2019,53364.2637986,56614.4686027
2020,55164.8441937,58323.6947363
2021,56445.7432266,59543.6909281
2022,57365.5535654,60412.7488995
2023,58046.2591333,61063.0030469
2024,58626.932457,61618.3001868
2025,59246.6460633,62202.4871359
2026,60046.9040167,62962.1431953
2027,60727.6095845,63612.3973426
2028,61247.2909467,64101.6272843
2029,62028.0287588,64846.8384391
2030,62508.6698383,65307.1785716
2031,63308.9277916,66066.834631
