year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,81218.2759727,60101.5242198
2018,81218.2759727,60101.5242198
2019,81218.2759727,60101.5242198
2020,81218.2759727,60101.5242198
2021,81218.2759727,60101.5242198
2022,81218.2759727,60101.5242198
2023,81218.2759727,60101.5242198
2024,81218.2759727,60101.5242198
2025,81218.2759727,60101.5242198
2026,81218.2759727,60101.5242198
2027,81218.2759727,60101.5242198
2028,81218.2759727,60101.5242198
2029,81218.2759727,60101.5242198
2030,81218.2759727,60101.5242198
2031,81218.2759727,60101.5242198
